Index,Displacement,Force,Time
808,0.021836,92.4256,386.600031
809,0.0208,91.7205,388.600006000001
810,0.022944,91.422,390.600079
811,0.021645,91.331,392.599991
812,0.02205,90.7585,394.600016
813,0.022053,90.9599,396.600022000001
814,0.021814,90.8951,398.59997
815,0.021892,90.8131,400.600033
816,0.021189,90.37,402.599999
817,0.021423,89.9876,404.600009
818,0.021079,89.4686,406.599986
819,0.020205,89.1491,408.600001
820,0.021235,89.0431,410.59997
821,0.021541,88.7398,412.600142
822,0.021832,88.5162,414.600093
823,0.021458,88.2928,416.600002
824,0.020652,88.1272,418.599905
825,0.022983,87.6787,420.600053
826,0.020764,87.3143,422.599952
827,0.02192,86.8384,424.599968
828,0.020532,86.7953,426.599992
829,0.020679,86.6019,428.6
830,0.020811,86.4305,430.600027
831,0.020888,86.3742,432.599969
832,0.020609,86.0426,434.599998000001
833,0.019715,85.7088,436.599968
834,0.022846,85.4306,438.600008
835,0.020667,85.5565,440.599999
836,0.020582,85.2505,442.59996
837,0.020554,84.8763,444.600092000001
838,0.020427,84.4528,446.599968
839,0.020432,84.2873,448.599978
840,0.020449,84.021,450.599927
841,0.021364,83.6644,452.599972
842,0.020337,83.7204,454.599957
843,0.020056,83.9197,456.599964
844,0.021168,83.5524,458.599992
845,0.021204,83.0053,460.600012
846,0.020528,82.4034,462.599972
847,0.020449,81.9523,464.599912000001
848,0.019872,81.8524,466.600030000001
849,0.019933,81.9425,468.600016
850,0.020041,81.5815,470.600045
851,0.020124,81.4005,472.599969
852,0.020342,80.9757,474.600032
853,0.01926,80.5379,476.600041
854,0.019934,79.8847,478.599939
855,0.019229,79.747,480.599977
856,0.020319,79.4122,482.599957
857,0.02009,79.4395,484.600009
858,0.019027,78.9655,486.599965
859,0.019931,78.6152,488.599961
860,0.019571,78.2631,490.600065000001
861,0.020305,78.4248,492.599967
862,0.019472,77.9263,494.599976
863,0.019307,77.6123,496.600004
864,0.019354,77.5647,498.600022000001
865,0.018922,77.1861,500.600002
866,0.018751,76.8271,502.599963000001
867,0.019175,76.5493,504.599988
868,0.019798,76.354,506.600079
869,0.018614,76.2388,508.59994
870,0.019124,75.8124,510.60005
871,0.019717,75.476,512.600065000001
872,0.017248,74.9365,514.600007
873,0.01931,74.9163,516.599988
874,0.018958,74.6345,518.600026
875,0.019373,74.288,520.599954
876,0.018285,74.0588,522.599998000001
877,0.018087,73.9132,524.59994
878,0.01862,73.828,526.600005
879,0.018525,73.8476,528.600013
880,0.018971,73.9704,530.599997
881,0.017487,73.4558,532.60005
882,0.017685,73.0734,534.600024
883,0.01851,72.8775,536.60008
884,0.017659,73.1107,538.600049000001
885,0.018191,73.0069,540.600035
886,0.018357,72.6444,542.599953
887,0.016986,72.3967,544.599986
888,0.019016,71.9839,546.599973
889,0.018505,71.9016,548.599977
890,0.017417,71.709,550.600067
891,0.018603,71.5722,552.600005
892,0.017554,71.2096,554.599962
893,0.018464,70.8848,556.600015
894,0.018274,70.3707,558.600168
895,0.017513,69.8328,560.600034
896,0.017619,69.618,562.599997
897,0.017588,69.3888,564.599978
898,0.017231,68.8552,566.600006000001
899,0.017929,68.2195,568.600109
900,0.017458,67.7283,570.600052
901,0.017419,67.5312,572.600055
902,0.017203,67.5837,574.599988
903,0.017549,67.1846,576.600012
904,0.01711,66.8111,578.599957
905,0.017418,66.3891,580.600039
906,0.017751,65.7382,582.599949
907,0.017982,65.3511,584.600175
908,0.016642,65.2515,586.600207
909,0.016301,64.7753,588.599982
910,0.017779,64.6835,590.600163999999
911,0.016516,64.4402,592.599988
912,0.01678,64.1215,594.599983
913,0.016447,63.8102,596.600012999999
914,0.016923,63.6921,598.600044000001
915,0.016374,63.359,600.599999
916,0.015804,62.8357,602.600124000001
917,0.016184,62.2899,604.600012999999
918,0.016159,62.2323,606.59995
919,0.015999,62.0805,608.599971
920,0.015708,61.8564,610.59996
921,0.016436,61.7419,612.600033000001
922,0.016609,61.8371,614.599945
923,0.01601,61.6144,616.599991999999
924,0.015668,61.4328,618.599917
925,0.016885,61.4636,620.600034000001
926,0.015628,61.3281,622.600023000001
927,0.016222,61.0233,624.600017000001
928,0.016072,60.6659,626.599958000001
929,0.016637,60.3084,628.600002000001
930,0.015574,60.004,630.600025
931,0.016211,59.8105,632.600003
932,0.014634,60.2235,634.599969999999
933,0.015414,59.9161,636.599982
934,0.017825,59.6248,638.600009
935,0.016238,59.8114,640.600007999999
936,0.016417,59.8186,642.599920000001
937,0.014929,59.4161,644.600157999999
938,0.015101,59.1499,646.599978
939,0.015109,58.7875,648.60003
940,0.015859,58.3467,650.599978
941,0.015537,58.0528,652.600034000001
942,0.014717,57.7501,654.600063
943,0.016017,57.2764,656.600007000001
944,0.015295,57.0539,658.599987
945,0.015007,56.5824,660.600069
946,0.015329,56.4668,662.599969000001
947,0.015291,56.2652,664.60001
948,0.015174,55.974,666.600043
949,0.015303,55.451,668.599958000001
950,0.01445,55.0589,670.600034000001
951,0.013331,54.5909,672.600004
952,0.014971,54.3672,674.600016
953,0.014632,53.782,676.600022000001
954,0.015512,53.3386,678.600006000001
955,0.014938,52.9609,680.600039000001
956,0.014395,52.5581,682.600077999999
957,0.014068,52.3608,684.600007999999
