Count,Filename_0_1,Filename_0_0,Time_0_1,Time_0_0,Dev1/ai0,Dev1/ai1,Dev1/ai2,Dev1/ai3,Dev1/ai4,Dev1/ai5,Dev1/ai6,Dev1/ai7,force,PIP,Dev1/ai2_scaled,Dev1/ai3_scaled,Dev1/ai4_scaled,Dev1/ai5_scaled,Dev1/ai6_scaled,Dev1/ai7_scaled
72,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-cal-00000072_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-cal-00000072_0.tif,4191.491279,4191.491581,0.001514,-0.000505,-0.000129,0.000528,-0.022478,-0.001772,-0.000458,-0.002101,0.001514,-0.000505,-0.000129,0.000528,-0.022478,-0.001772,-0.000458,-0.002101
0,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000000_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000000_0.tif,4249.283690,4249.284134,0.000857,0.000810,0.001514,0.002172,-0.018534,0.001514,0.000857,-0.000129,0.000857,0.000810,0.001514,0.002172,-0.018534,0.001514,0.000857,-0.000129
1,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000001_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000001_0.tif,4249.683784,4249.684119,0.001186,0.001468,0.002172,0.004143,-0.015247,0.005787,0.005458,0.005129,0.001186,0.001468,0.002172,0.004143,-0.015247,0.005787,0.005458,0.005129
2,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000002_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000002_0.tif,4250.083782,4250.084051,0.001186,0.000974,0.001514,0.002500,-0.017876,0.000857,0.000528,-0.000786,0.001186,0.000974,0.001514,0.002500,-0.017876,0.000857,0.000528,-0.000786
3,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000003_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000003_0.tif,4251.483775,4251.483997,0.001186,-0.001163,-0.000458,0.000528,-0.018534,0.000200,-0.001444,-0.003416,0.001186,-0.001163,-0.000458,0.000528,-0.018534,0.000200,-0.001444,-0.003416
4,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000004_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000004_0.tif,4254.883784,4254.884069,0.001186,0.001796,0.003486,0.004143,-0.014590,0.005787,0.005458,0.005787,0.001186,0.001796,0.003486,0.004143,-0.014590,0.005787,0.005458,0.005787
5,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000005_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000005_0.tif,4255.083766,4255.084050,0.001843,0.003605,0.005129,0.006115,-0.012947,0.007101,0.006115,0.005458,0.001843,0.003605,0.005129,0.006115,-0.012947,0.007101,0.006115,0.005458
6,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000006_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000006_0.tif,4279.283891,4279.284171,0.001843,0.001303,0.002172,0.004801,-0.015576,0.006444,0.006444,0.004143,0.001843,0.001303,0.002172,0.004801,-0.015576,0.006444,0.006444,0.004143
7,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000007_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000007_0.tif,4298.883784,4298.884086,0.001843,-0.002971,-0.003087,-0.002430,-0.026093,-0.005388,-0.004402,-0.006045,0.001843,-0.002971,-0.003087,-0.002430,-0.026093,-0.005388,-0.004402,-0.006045
8,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000008_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000008_0.tif,4847.683783,4847.684072,0.001843,0.004263,0.004472,0.006444,-0.012289,0.009402,0.009073,0.008416,0.001843,0.004263,0.004472,0.006444,-0.012289,0.009402,0.009073,0.008416
9,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000009_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000009_0.tif,4857.683755,4857.684100,0.001514,0.000810,0.003158,0.006115,-0.012618,0.009402,0.009731,0.009731,0.001514,0.000810,0.003158,0.006115,-0.012618,0.009402,0.009731,0.009731
10,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000010_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000010_0.tif,4867.683809,4867.684111,0.001514,0.002947,0.004143,0.005129,-0.013275,0.007759,0.007430,0.006773,0.001514,0.002947,0.004143,0.005129,-0.013275,0.007759,0.007430,0.006773
11,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000011_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000011_0.tif,4877.683754,4877.684092,0.001514,0.002125,0.004143,0.007101,-0.012947,0.007430,0.005458,0.001514,0.001514,0.002125,0.004143,0.007101,-0.012947,0.007430,0.005458,0.001514
12,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000012_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000012_0.tif,4887.683797,4887.684127,0.001514,0.000152,-0.000786,-0.001115,-0.025764,-0.005716,-0.005388,-0.007031,0.001514,0.000152,-0.000786,-0.001115,-0.025764,-0.005716,-0.005388,-0.007031
13,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000013_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000013_0.tif,4897.683746,4897.684108,0.001186,0.001961,0.001843,0.002500,-0.019191,0.000528,-0.000786,-0.002430,0.001186,0.001961,0.001843,0.002500,-0.019191,0.000528,-0.000786,-0.002430
14,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000014_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000014_0.tif,4907.683721,4907.684120,0.001514,0.002454,0.004143,0.005458,-0.012289,0.008087,0.008087,0.009073,0.001514,0.002454,0.004143,0.005458,-0.012289,0.008087,0.008087,0.009073
15,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000015_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000015_0.tif,4917.683845,4917.684169,0.001843,-0.000176,0.002500,0.004143,-0.014261,0.007101,0.006773,0.005787,0.001843,-0.000176,0.002500,0.004143,-0.014261,0.007101,0.006773,0.005787
16,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000016_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000016_0.tif,4927.683737,4927.684097,0.001514,0.002454,0.002172,0.003815,-0.018205,0.002500,0.003158,0.001186,0.001514,0.002454,0.002172,0.003815,-0.018205,0.002500,0.003158,0.001186
17,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000017_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000017_0.tif,4937.683734,4937.684093,0.001843,0.000152,-0.000129,-0.000458,-0.024778,-0.004073,-0.003744,-0.005716,0.001843,0.000152,-0.000129,-0.000458,-0.024778,-0.004073,-0.003744,-0.005716
18,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000018_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000018_0.tif,4947.683820,4947.684194,0.001843,-0.000176,-0.001444,-0.001115,-0.024450,-0.004730,-0.005059,-0.007031,0.001843,-0.000176,-0.001444,-0.001115,-0.024450,-0.004730,-0.005059,-0.007031
19,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000019_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000019_0.tif,4957.683738,4957.684108,0.001514,-0.000176,0.000528,0.001186,-0.022806,-0.003087,-0.003087,-0.005059,0.001514,-0.000176,0.000528,0.001186,-0.022806,-0.003087,-0.003087,-0.005059
20,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000020_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000020_0.tif,4967.683751,4967.684108,0.001514,0.000974,0.001186,0.002829,-0.019848,0.001186,0.002500,0.001186,0.001514,0.000974,0.001186,0.002829,-0.019848,0.001186,0.002500,0.001186
21,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000021_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000021_0.tif,4977.683735,4977.684118,0.001514,0.001632,0.003486,0.004472,-0.015247,0.005787,0.006773,0.005458,0.001514,0.001632,0.003486,0.004472,-0.015247,0.005787,0.006773,0.005458
22,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000022_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000022_0.tif,4987.683721,4987.684108,0.001186,0.000974,0.002829,0.004801,-0.013604,0.008416,0.008416,0.007759,0.001186,0.000974,0.002829,0.004801,-0.013604,0.008416,0.008416,0.007759
23,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000023_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000023_0.tif,4997.683747,4997.684104,0.001514,0.003605,0.005129,0.006773,-0.010975,0.009731,0.009402,0.009073,0.001514,0.003605,0.005129,0.006773,-0.010975,0.009731,0.009402,0.009073
24,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000024_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000024_0.tif,5007.683720,5007.684116,0.001514,0.002783,0.001843,0.002829,-0.016890,0.005458,0.005787,0.006444,0.001514,0.002783,0.001843,0.002829,-0.016890,0.005458,0.005787,0.006444
25,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000025_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000025_0.tif,5017.683742,5017.684151,0.002172,-0.003136,-0.001115,0.000857,-0.019520,0.002500,0.003486,0.003158,0.002172,-0.003136,-0.001115,0.000857,-0.019520,0.002500,0.003486,0.003158
26,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000026_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000026_0.tif,5027.683738,5027.684094,0.001186,0.001303,0.001514,0.003158,-0.017219,0.005458,0.006115,0.005787,0.001186,0.001303,0.001514,0.003158,-0.017219,0.005458,0.006115,0.005787
27,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000027_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000027_0.tif,5037.683762,5037.684161,0.002172,0.000152,0.002829,0.005787,-0.013933,0.008416,0.009073,0.007759,0.002172,0.000152,0.002829,0.005787,-0.013933,0.008416,0.009073,0.007759
28,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000028_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000028_0.tif,5047.683775,5047.684060,0.001186,0.002125,0.003158,0.005458,-0.014261,0.007759,0.008416,0.007759,0.001186,0.002125,0.003158,0.005458,-0.014261,0.007759,0.008416,0.007759
29,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000029_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000029_0.tif,5057.683772,5057.684103,0.001514,0.001303,0.004801,0.006115,-0.010975,0.009073,0.008416,0.008416,0.001514,0.001303,0.004801,0.006115,-0.010975,0.009073,0.008416,0.008416
30,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000030_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000030_0.tif,5067.683794,5067.684151,0.001514,0.001468,0.002829,0.004143,-0.015247,0.004801,0.003815,0.002500,0.001514,0.001468,0.002829,0.004143,-0.015247,0.004801,0.003815,0.002500
31,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000031_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000031_0.tif,5077.683727,5077.684122,0.001514,0.002619,0.003158,0.004801,-0.015905,0.003158,0.001843,-0.001115,0.001514,0.002619,0.003158,0.004801,-0.015905,0.003158,0.001843,-0.001115
32,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000032_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000032_0.tif,5087.683739,5087.684083,0.001843,0.001796,0.001843,0.001186,-0.019848,-0.000786,-0.001772,-0.002758,0.001843,0.001796,0.001843,0.001186,-0.019848,-0.000786,-0.001772,-0.002758
33,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000033_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000033_0.tif,5097.683759,5097.684212,0.001514,0.002783,0.003158,0.002500,-0.019520,-0.002430,-0.005059,-0.007031,0.001514,0.002783,0.003158,0.002500,-0.019520,-0.002430,-0.005059,-0.007031
34,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000034_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000034_0.tif,5107.683797,5107.684183,0.001514,0.001796,0.001843,0.001843,-0.020177,-0.001772,-0.003416,-0.005059,0.001514,0.001796,0.001843,0.001843,-0.020177,-0.001772,-0.003416,-0.005059
35,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000035_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000035_0.tif,5117.683745,5117.684096,0.001186,0.001632,0.001186,0.001186,-0.021492,-0.002758,-0.004402,-0.006045,0.001186,0.001632,0.001186,0.001186,-0.021492,-0.002758,-0.004402,-0.006045
36,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000036_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000036_0.tif,5127.683793,5127.684170,0.001514,0.000974,-0.000786,-0.001115,-0.025436,-0.007031,-0.007031,-0.009003,0.001514,0.000974,-0.000786,-0.001115,-0.025436,-0.007031,-0.007031,-0.009003
37,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000037_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000037_0.tif,5137.683771,5137.684091,0.001514,0.000152,-0.001444,-0.000786,-0.025436,-0.005388,-0.005059,-0.007359,0.001514,0.000152,-0.001444,-0.000786,-0.025436,-0.005388,-0.005059,-0.007359
38,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000038_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000038_0.tif,5147.683741,5147.684067,0.001514,0.000152,0.001186,0.002829,-0.019191,0.002172,0.002829,0.001186,0.001514,0.000152,0.001186,0.002829,-0.019191,0.002172,0.002829,0.001186
39,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000039_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000039_0.tif,5157.683717,5157.684188,0.001514,0.003441,0.003158,0.003815,-0.018534,0.002500,0.002829,0.001514,0.001514,0.003441,0.003158,0.003815,-0.018534,0.002500,0.002829,0.001514
40,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000040_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000040_0.tif,5167.683726,5167.684057,0.000857,-0.011685,-0.007359,-0.003744,-0.024778,-0.002758,-0.000786,-0.002758,0.000857,-0.011685,-0.007359,-0.003744,-0.024778,-0.002758,-0.000786,-0.002758
41,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000041_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000041_0.tif,5177.683767,5177.684047,0.001514,-0.000341,0.000200,0.000857,-0.021492,-0.000129,0.000857,-0.000458,0.001514,-0.000341,0.000200,0.000857,-0.021492,-0.000129,0.000857,-0.000458
42,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000042_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000042_0.tif,5187.683749,5187.684190,0.001514,-0.001492,-0.001115,-0.001115,-0.023464,-0.002101,-0.002430,-0.003087,0.001514,-0.001492,-0.001115,-0.001115,-0.023464,-0.002101,-0.002430,-0.003087
43,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000043_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000043_0.tif,5197.683741,5197.684106,0.001514,0.001139,0.000857,0.002172,-0.021492,-0.000458,-0.000786,-0.002430,0.001514,0.001139,0.000857,0.002172,-0.021492,-0.000458,-0.000786,-0.002430
44,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000044_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000044_0.tif,5207.683735,5207.684096,0.001843,0.004098,0.003158,0.003158,-0.020177,0.000528,0.000528,-0.001444,0.001843,0.004098,0.003158,0.003158,-0.020177,0.000528,0.000528,-0.001444
45,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000045_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000045_0.tif,5217.683722,5217.684045,0.001514,0.001961,0.003158,0.005129,-0.014590,0.007430,0.007430,0.006444,0.001514,0.001961,0.003158,0.005129,-0.014590,0.007430,0.007430,0.006444
46,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000046_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000046_0.tif,5227.683732,5227.684109,0.001514,0.003441,0.004801,0.005458,-0.013604,0.008087,0.007759,0.007430,0.001514,0.003441,0.004801,0.005458,-0.013604,0.008087,0.007759,0.007430
47,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000047_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000047_0.tif,5237.683722,5237.684152,0.000857,0.001632,0.002829,0.004472,-0.014590,0.007759,0.007430,0.007759,0.000857,0.001632,0.002829,0.004472,-0.014590,0.007759,0.007430,0.007759
48,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000048_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000048_0.tif,5247.683824,5247.684130,0.001514,0.001468,0.003486,0.005458,-0.013275,0.008087,0.009402,0.009731,0.001514,0.001468,0.003486,0.005458,-0.013275,0.008087,0.009402,0.009731
49,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000049_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000049_0.tif,5257.683737,5257.684057,0.001843,0.001632,0.001843,0.004143,-0.015905,0.006115,0.007759,0.008087,0.001843,0.001632,0.001843,0.004143,-0.015905,0.006115,0.007759,0.008087
50,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000050_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000050_0.tif,5267.683761,5267.684130,0.001843,-0.000176,0.000200,0.001843,-0.020177,0.000528,0.001186,0.000200,0.001843,-0.000176,0.000200,0.001843,-0.020177,0.000528,0.001186,0.000200
51,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000051_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000051_0.tif,5277.683748,5277.684220,0.001514,0.003276,0.002829,0.003815,-0.017219,0.003486,0.003815,0.003158,0.001514,0.003276,0.002829,0.003815,-0.017219,0.003486,0.003815,0.003158
52,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000052_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000052_0.tif,5287.683786,5287.684170,0.001843,0.001796,0.003815,0.005129,-0.012289,0.008416,0.007759,0.007759,0.001843,0.001796,0.003815,0.005129,-0.012289,0.008416,0.007759,0.007759
53,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000053_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000053_0.tif,5297.683686,5297.684090,0.001186,0.001632,0.004143,0.005458,-0.011961,0.008416,0.007759,0.007101,0.001186,0.001632,0.004143,0.005458,-0.011961,0.008416,0.007759,0.007101
54,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000054_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000054_0.tif,5307.683818,5307.684124,0.001843,0.001796,0.002500,0.002829,-0.017219,0.002500,0.001843,0.000857,0.001843,0.001796,0.002500,0.002829,-0.017219,0.002500,0.001843,0.000857
55,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000055_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000055_0.tif,5317.683797,5317.684122,0.001514,0.002454,0.003815,0.005129,-0.013933,0.006115,0.004143,0.003158,0.001514,0.002454,0.003815,0.005129,-0.013933,0.006115,0.004143,0.003158
56,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000056_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000056_0.tif,5327.683747,5327.684053,0.001514,0.001303,0.003158,0.005129,-0.012618,0.009073,0.009731,0.010388,0.001514,0.001303,0.003158,0.005129,-0.012618,0.009073,0.009731,0.010388
57,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000057_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000057_0.tif,5337.683727,5337.684109,0.001843,0.004920,0.004801,0.005787,-0.014919,0.007101,0.006444,0.007101,0.001843,0.004920,0.004801,0.005787,-0.014919,0.007101,0.006444,0.007101
58,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000058_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000058_0.tif,5347.683822,5347.684243,0.001514,0.000646,0.002172,0.003486,-0.016233,0.006773,0.008087,0.007101,0.001514,0.000646,0.002172,0.003486,-0.016233,0.006773,0.008087,0.007101
59,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000059_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000059_0.tif,5357.683776,5357.684132,0.001186,-0.000012,0.000857,0.001514,-0.021820,-0.000458,0.000200,0.000857,0.001186,-0.000012,0.000857,0.001514,-0.021820,-0.000458,0.000200,0.000857
60,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000060_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000060_0.tif,5367.683780,5367.684104,0.001514,-0.000341,-0.000458,-0.000458,-0.024450,-0.004402,-0.004402,-0.006702,0.001514,-0.000341,-0.000458,-0.000458,-0.024450,-0.004402,-0.004402,-0.006702
61,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000061_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000061_0.tif,5377.683713,5377.684027,0.001843,-0.001163,-0.001115,-0.001115,-0.023792,-0.003087,-0.003087,-0.003744,0.001843,-0.001163,-0.001115,-0.001115,-0.023792,-0.003087,-0.003087,-0.003744
62,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000062_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000062_0.tif,5387.683787,5387.684160,0.001843,0.013141,0.008745,0.006444,-0.016890,0.000200,-0.001772,-0.003416,0.001843,0.013141,0.008745,0.006444,-0.016890,0.000200,-0.001772,-0.003416
63,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000063_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000063_0.tif,5397.683761,5397.684093,0.001843,0.002290,0.004143,0.004801,-0.013275,0.007101,0.005787,0.005787,0.001843,0.002290,0.004143,0.004801,-0.013275,0.007101,0.005787,0.005787
64,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000064_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000064_0.tif,5407.683932,5407.684169,0.001514,0.003769,0.004472,0.005787,-0.012289,0.008087,0.007759,0.007759,0.001514,0.003769,0.004472,0.005787,-0.012289,0.008087,0.007759,0.007759
65,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000065_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000065_0.tif,5417.683761,5417.684135,0.000857,0.000974,0.005787,0.008745,-0.008017,0.012360,0.010717,0.009402,0.000857,0.000974,0.005787,0.008745,-0.008017,0.012360,0.010717,0.009402
66,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000066_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000066_0.tif,5427.683748,5427.684171,0.001843,0.002125,0.002500,0.001843,-0.017876,0.001843,0.000857,-0.000129,0.001843,0.002125,0.002500,0.001843,-0.017876,0.001843,0.000857,-0.000129
67,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000067_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000067_0.tif,5437.683856,5437.684177,0.002500,-0.002314,-0.001444,-0.001772,-0.023135,-0.004073,-0.004402,-0.006045,0.002500,-0.002314,-0.001444,-0.001772,-0.023135,-0.004073,-0.004402,-0.006045
68,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000068_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000068_0.tif,5447.683905,5447.684221,0.001186,0.000974,0.002500,0.004472,-0.013933,0.006773,0.006444,0.005458,0.001186,0.000974,0.002500,0.004472,-0.013933,0.006773,0.006444,0.005458
69,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000069_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000069_0.tif,5457.683842,5457.684207,0.001843,0.000974,0.001843,0.002500,-0.017548,0.002500,0.002500,0.001514,0.001843,0.000974,0.001843,0.002500,-0.017548,0.002500,0.002500,0.001514
70,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000070_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000070_0.tif,5467.683865,5467.684163,0.001843,0.002454,0.003486,0.004472,-0.014919,0.005787,0.005458,0.004801,0.001843,0.002454,0.003486,0.004472,-0.014919,0.005787,0.005458,0.004801
71,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000071_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000071_0.tif,5477.683883,5477.684349,0.001843,0.002125,0.002500,0.003158,-0.014590,0.005787,0.006115,0.006773,0.001843,0.002125,0.002500,0.003158,-0.014590,0.005787,0.006115,0.006773
72,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000072_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000072_0.tif,5487.683982,5487.684186,0.001186,0.000152,0.000528,0.002172,-0.020177,0.001186,0.001843,0.000528,0.001186,0.000152,0.000528,0.002172,-0.020177,0.001186,0.001843,0.000528
73,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000073_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000073_0.tif,5497.683986,5497.684229,0.002172,0.000810,0.000857,0.001186,-0.020177,-0.000129,-0.001772,-0.003087,0.002172,0.000810,0.000857,0.001186,-0.020177,-0.000129,-0.001772,-0.003087
74,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000074_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000074_0.tif,5507.683775,5507.684096,0.000857,0.001303,0.002829,0.005787,-0.010975,0.011703,0.012031,0.012031,0.000857,0.001303,0.002829,0.005787,-0.010975,0.011703,0.012031,0.012031
75,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000075_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000075_0.tif,5517.683821,5517.684181,0.001186,-0.000505,-0.001115,-0.001115,-0.026093,-0.006374,-0.007359,-0.010317,0.001186,-0.000505,-0.001115,-0.001115,-0.026093,-0.006374,-0.007359,-0.010317
76,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000076_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00000076_0.tif,5527.683791,5527.684124,0.001514,-0.000341,-0.001444,-0.001115,-0.027407,-0.007688,-0.008017,-0.011303,0.001514,-0.000341,-0.001444,-0.001115,-0.027407,-0.007688,-0.008017,-0.011303
