"E0",,,,
"Index [1]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]"
1779,0.00329637,0.115373,35.1153,34.9999
1780,0.00330776,0.115771,35.1157,34.9999
1781,0.0033444,0.117054,35.117,34.9999
1782,0.00332928,0.116525,35.1165,34.9999
1783,0.00327255,0.114539,35.1145,34.9999
1784,0.00331692,0.116092,35.116,34.9999
1785,0.0032913,0.115195,35.1151,34.9999
1786,0.00328645,0.115025,35.115,34.9999
1787,0.0032665,0.114327,35.1143,34.9999
1788,0.00326659,0.11433,35.1143,34.9999
1789,0.0032818,0.114863,35.1148,34.9999
1790,0.00330614,0.115715,35.1156,34.9999
1791,0.003276,0.11466,35.1146,34.9999
1792,0.00328196,0.114868,35.1148,34.9999
1793,0.00328469,0.114964,35.1149,34.9999
1794,0.00332114,0.11624,35.1162,34.9999
1795,0.0033119,0.115916,35.1158,34.9999
1796,0.00328005,0.114801,35.1147,34.9999
1797,0.00327477,0.114617,35.1145,34.9999
1798,0.00328691,0.115042,35.115,34.9999
1799,0.00328221,0.114877,35.1148,34.9999
1800,0.00330301,0.115605,35.1155,34.9999
1801,0.00325048,0.113767,35.1137,34.9999
1802,0.0032966,0.115381,35.1153,34.9999
1803,0.00328115,0.11484,35.1148,34.9999
1804,0.00327182,0.114514,35.1144,34.9999
1805,0.00327775,0.114721,35.1147,34.9999
1806,0.0032551,0.113928,35.1139,34.9999
1807,0.00327618,0.114666,35.1146,34.9999
1808,0.00330258,0.11559,35.1155,34.9999
1809,0.00323614,0.113265,35.1132,34.9999
1810,0.00329904,0.115466,35.1154,34.9999
1811,0.00325177,0.113812,35.1137,34.9999
1812,0.00323807,0.113332,35.1133,34.9999
1813,0.0032769,0.114691,35.1146,34.9999
1814,0.00324505,0.113577,35.1135,34.9999
1815,0.00327209,0.114523,35.1145,34.9999
1816,0.00325364,0.113877,35.1138,34.9999
1817,0.00327652,0.114678,35.1146,34.9999
1818,0.00331187,0.115915,35.1158,34.9999
1819,0.0032565,0.113977,35.1139,34.9999
1820,0.0032618,0.114163,35.1141,34.9999
1821,0.00330138,0.115548,35.1155,34.9999
1822,0.00326935,0.114427,35.1144,34.9999
1823,0.00324486,0.11357,35.1135,34.9999
1824,0.00324603,0.113611,35.1135,34.9999
1825,0.00324626,0.113619,35.1135,34.9999
1826,0.00333861,0.116851,35.1168,34.9999
1827,0.00323371,0.113179,35.1131,34.9999
1828,0.00325362,0.113877,35.1138,34.9999
1829,0.00326381,0.114233,35.1142,34.9999
1830,0.00325059,0.11377,35.1137,34.9999
1831,0.00328636,0.115022,35.115,34.9999
1832,0.00325985,0.114094,35.114,34.9999
1833,0.00325817,0.114036,35.114,34.9999
1834,0.00327111,0.114489,35.1144,34.9999
1835,0.00324385,0.113534,35.1135,34.9999
1836,0.00325924,0.114073,35.114,34.9999
1837,0.00324336,0.113517,35.1134,34.9999
1838,0.00324255,0.113489,35.1134,34.9999
1839,0.00323915,0.11337,35.1133,34.9999
1840,0.00323106,0.113087,35.113,34.9999
1841,0.00324652,0.113628,35.1136,34.9999
1842,0.00323309,0.113158,35.1131,34.9999
1843,0.00323762,0.113316,35.1132,34.9999
1844,0.00324241,0.113484,35.1134,34.9999
1845,0.00323598,0.113259,35.1132,34.9999
1846,0.00322232,0.112781,35.1127,34.9999
1847,0.00324624,0.113618,35.1135,34.9999
1848,0.00322787,0.112975,35.1129,34.9999
1849,0.00325055,0.113769,35.1137,34.9999
1850,0.00327887,0.11476,35.1147,34.9999
1851,0.00322423,0.112848,35.1128,34.9999
1852,0.00328797,0.115079,35.115,34.9999
1853,0.00319364,0.111777,35.1117,34.9999
1854,0.00320925,0.112323,35.1123,34.9999
1855,0.00318145,0.111351,35.1113,34.9999
1856,0.00323927,0.113374,35.1133,34.9999
1857,0.00325687,0.11399,35.1139,34.9999
1858,0.00323979,0.113392,35.1133,34.9999
1859,0.00324107,0.113437,35.1134,34.9999
1860,0.00324927,0.113724,35.1137,34.9999
1861,0.00324789,0.113676,35.1136,34.9999
1862,0.00320864,0.112302,35.1122,34.9999
1863,0.0032405,0.113417,35.1133,34.9999
1864,0.00321243,0.112435,35.1124,34.9999
1865,0.00322827,0.112989,35.1129,34.9999
1866,0.0032243,0.11285,35.1128,34.9999
1867,0.00321601,0.11256,35.1125,34.9999
1868,0.00324692,0.113642,35.1136,34.9999
1869,0.0032199,0.112696,35.1126,34.9999
1870,0.00319055,0.111669,35.1116,34.9999
1871,0.00319293,0.111752,35.1117,34.9999
1872,0.00324435,0.113552,35.1135,34.9999
1873,0.00322542,0.112889,35.1128,34.9999
1874,0.00315778,0.110522,35.1105,34.9999
1875,0.0031667,0.110834,35.1108,34.9999
1876,0.00322543,0.11289,35.1128,34.9999
1877,0.00322903,0.113016,35.1129,34.9999
1878,0.00322842,0.112994,35.1129,34.9999
1879,0.00321852,0.112648,35.1126,34.9999
1880,0.0032234,0.112819,35.1127,34.9999
1881,0.00321792,0.112627,35.1126,34.9999
1882,0.003205,0.112175,35.1121,34.9999
1883,0.00321307,0.112457,35.1124,34.9999
1884,0.00319541,0.111839,35.1118,34.9999
1885,0.00320474,0.112166,35.1121,34.9999
1886,0.00319353,0.111773,35.1117,34.9999
1887,0.00321734,0.112607,35.1125,34.9999
1888,0.00318284,0.111399,35.1113,34.9999
1889,0.00318398,0.111439,35.1114,34.9999
1890,0.00321249,0.112437,35.1124,34.9999
1891,0.00312574,0.109401,35.1093,34.9999
1892,0.00321724,0.112603,35.1125,34.9999
1893,0.00320312,0.112109,35.112,34.9999
1894,0.00317743,0.11121,35.1111,34.9999
1895,0.00318824,0.111588,35.1115,34.9999
1896,0.0032015,0.112052,35.112,34.9999
1897,0.00318158,0.111355,35.1113,34.9999
1898,0.00324157,0.113455,35.1134,34.9999
1899,0.00319221,0.111727,35.1117,34.9999
1900,0.00320811,0.112284,35.1122,34.9999
1901,0.003184,0.11144,35.1114,34.9999
1902,0.00319348,0.111772,35.1117,34.9999
1903,0.0031963,0.11187,35.1118,34.9999
1904,0.00322355,0.112824,35.1128,34.9999
1905,0.0032223,0.11278,35.1127,34.9999
1906,0.00317719,0.111202,35.1111,34.9999
1907,0.00318668,0.111534,35.1115,34.9999
1908,0.0032077,0.112269,35.1122,34.9999
1909,0.00319343,0.11177,35.1117,34.9999
1910,0.0032098,0.112343,35.1123,34.9999
1911,0.00317824,0.111238,35.1112,34.9999
1912,0.00318305,0.111406,35.1113,34.9999
1913,0.00318758,0.111565,35.1115,34.9999
1914,0.00316915,0.11092,35.1109,34.9999
1915,0.003204,0.11214,35.1121,34.9999
1916,0.00319315,0.11176,35.1117,34.9999
1917,0.00318112,0.111339,35.1113,34.9999
1918,0.00316854,0.110899,35.1108,34.9999
1919,0.00317046,0.110966,35.1109,34.9999
1920,0.0031443,0.11005,35.11,34.9999
1921,0.00312213,0.109274,35.1092,34.9999
1922,0.00310937,0.108828,35.1088,34.9999
1923,0.00316528,0.110785,35.1107,34.9999
1924,0.00317201,0.11102,35.111,34.9999
1925,0.00318776,0.111571,35.1115,34.9999
1926,0.00317715,0.1112,35.1111,34.9999
1927,0.00312167,0.109258,35.1092,34.9999
1928,0.00319399,0.111789,35.1117,34.9999
1929,0.00318375,0.111431,35.1114,34.9999
1930,0.00317598,0.111159,35.1111,34.9999
1931,0.00319833,0.111942,35.1119,34.9999
1932,0.003142,0.10997,35.1099,34.9999
1933,0.00318334,0.111417,35.1113,34.9999
1934,0.00318407,0.111442,35.1114,34.9999
1935,0.00317018,0.110956,35.1109,34.9999
1936,0.00315058,0.11027,35.1102,34.9999
1937,0.00317552,0.111143,35.1111,34.9999
1938,0.00316147,0.110651,35.1106,34.9999
1939,0.00316309,0.110708,35.1106,34.9999
1940,0.00316222,0.110677,35.1106,34.9999
1941,0.00316761,0.110866,35.1108,34.9999
1942,0.00317579,0.111152,35.1111,34.9999
1943,0.00318259,0.11139,35.1113,34.9999
1944,0.00314185,0.109964,35.1099,34.9999
1945,0.00319702,0.111896,35.1118,34.9999
1946,0.0032359,0.113256,35.1132,34.9999
1947,0.00317199,0.111019,35.111,34.9999
1948,0.00318108,0.111337,35.1113,34.9999
1949,0.00317645,0.111175,35.1111,34.9999
1950,0.00315339,0.110368,35.1103,34.9999
1951,0.00313691,0.109791,35.1097,34.9999
1952,0.00314714,0.11015,35.1101,34.9999
1953,0.00314672,0.110135,35.1101,34.9999
1954,0.00316105,0.110636,35.1106,34.9999
1955,0.00313279,0.109648,35.1096,34.9999
1956,0.00313595,0.109758,35.1097,34.9999
1957,0.00313979,0.109892,35.1098,34.9999
1958,0.00309777,0.108422,35.1084,34.9999
1959,0.00314696,0.110144,35.1101,34.9999
1960,0.00318315,0.11141,35.1113,34.9999
1961,0.0031728,0.111048,35.111,34.9999
1962,0.00313815,0.109835,35.1098,34.9999
1963,0.0031806,0.111321,35.1113,34.9999
1964,0.00317244,0.111035,35.111,34.9999
1965,0.00311064,0.108872,35.1088,34.9999
1966,0.00311496,0.109023,35.109,34.9999
1967,0.00314475,0.110066,35.11,34.9999
1968,0.00313583,0.109754,35.1097,34.9999
1969,0.00312623,0.109418,35.1093,34.9999
1970,0.00311703,0.109096,35.109,34.9999
1971,0.00314799,0.110179,35.1101,34.9999
1972,0.00312594,0.109408,35.1093,34.9999
1973,0.0031059,0.108706,35.1086,34.9999
1974,0.00312508,0.109378,35.1093,34.9999
1975,0.00311978,0.109192,35.1091,34.9999
1976,0.00312397,0.109339,35.1093,34.9999
1977,0.00314134,0.109947,35.1099,34.9999
1978,0.0031038,0.108633,35.1086,34.9999
1979,0.00310143,0.10855,35.1085,34.9999
1980,0.00309544,0.10834,35.1083,34.9999
1981,0.00313151,0.109603,35.1095,34.9999
1982,0.00312364,0.109327,35.1093,34.9999
1983,0.00310314,0.10861,35.1085,34.9999
1984,0.00311038,0.108863,35.1088,34.9999
1985,0.00313021,0.109557,35.1095,34.9999
1986,0.00311493,0.109022,35.109,34.9999
1987,0.00312298,0.109304,35.1092,34.9999
1988,0.00309858,0.10845,35.1084,34.9999
1989,0.00310736,0.108758,35.1087,34.9999
1990,0.00309232,0.108231,35.1082,34.9999
1991,0.00310525,0.108683,35.1086,34.9999
1992,0.00310591,0.108707,35.1086,34.9999
1993,0.00316283,0.110699,35.1106,34.9999
1994,0.00308248,0.107886,35.1078,34.9999
1995,0.00311868,0.109154,35.1091,34.9999
1996,0.00308389,0.107936,35.1079,34.9999
1997,0.003108,0.10878,35.1087,34.9999
1998,0.00308054,0.107819,35.1077,34.9999
1999,0.00311057,0.10887,35.1088,34.9999
2000,0.00311972,0.10919,35.1091,34.9999
2001,0.00310828,0.10879,35.1087,34.9999
2002,0.00306893,0.107412,35.1073,34.9999
2003,0.00311598,0.109059,35.109,34.9999
2004,0.00305775,0.107021,35.1069,34.9999
2005,0.00310986,0.108845,35.1088,34.9999
2006,0.00310459,0.10866,35.1086,34.9999
2007,0.00309894,0.108463,35.1084,34.9999
2008,0.00311223,0.108928,35.1089,34.9999
2009,0.0030626,0.107191,35.1071,34.9999
2010,0.00311715,0.1091,35.109,34.9999
2011,0.00308994,0.108148,35.1081,34.9999
2012,0.0030691,0.107418,35.1073,34.9999
2013,0.00310798,0.108779,35.1087,34.9999
2014,0.00310212,0.108574,35.1085,34.9999
2015,0.0031153,0.109035,35.109,34.9999
2016,0.00309489,0.108321,35.1082,34.9999
2017,0.00309193,0.108217,35.1081,34.9999
2018,0.00311325,0.108963,35.1089,34.9999
2019,0.0030928,0.108248,35.1082,34.9999
2020,0.00315625,0.110469,35.1104,34.9999
2021,0.00310486,0.10867,35.1086,34.9999
2022,0.00310083,0.108529,35.1085,34.9999
2023,0.00311265,0.108943,35.1089,34.9999
2024,0.00311058,0.10887,35.1088,34.9999
2025,0.00312794,0.109478,35.1094,34.9999
2026,0.00311848,0.109147,35.1091,34.9999
2027,0.00308457,0.10796,35.1079,34.9999
2028,0.00313165,0.109608,35.1095,34.9999
2029,0.00308592,0.108007,35.1079,34.9999
2030,0.00312901,0.109515,35.1094,34.9999
2031,0.00307486,0.10762,35.1075,34.9999
2032,0.00306236,0.107182,35.1071,34.9999
2033,0.00307421,0.107597,35.1075,34.9999
2034,0.0029952,0.104832,35.1048,34.9999
2035,0.00308494,0.107973,35.1079,34.9999
2036,0.00308517,0.107981,35.1079,34.9999
2037,0.00308018,0.107806,35.1077,34.9999
2038,0.00307466,0.107613,35.1075,34.9999
2039,0.00308693,0.108042,35.108,34.9999
2040,0.00307369,0.107579,35.1075,34.9999
2041,0.00308077,0.107827,35.1078,34.9999
2042,0.00303643,0.106275,35.1062,34.9999
2043,0.00307532,0.107636,35.1076,34.9999
2044,0.00307926,0.107774,35.1077,34.9999
2045,0.00309062,0.108172,35.1081,34.9999
2046,0.00309072,0.108175,35.1081,34.9999
2047,0.00309517,0.108331,35.1083,34.9999
2048,0.00305213,0.106824,35.1068,34.9999
2049,0.00308309,0.107908,35.1078,34.9999
2050,0.00305655,0.106979,35.1069,34.9999
2051,0.0030641,0.107243,35.1072,34.9999
2052,0.00306588,0.107306,35.1072,34.9999
2053,0.00307322,0.107562,35.1075,34.9999
2054,0.00306905,0.107417,35.1073,34.9999
2055,0.00307975,0.107791,35.1077,34.9999
2056,0.00306504,0.107276,35.1072,34.9999
2057,0.00307495,0.107623,35.1076,34.9999
2058,0.00301466,0.105513,35.1054,34.9999
2059,0.00306337,0.107218,35.1071,34.9999
2060,0.00303694,0.106293,35.1062,34.9999
2061,0.00311199,0.10892,35.1088,34.9999
2062,0.00306801,0.10738,35.1073,34.9999
2063,0.00307215,0.107525,35.1075,34.9999
2064,0.00308281,0.107898,35.1078,34.9999
2065,0.00302714,0.10595,35.1059,34.9999
2066,0.00305193,0.106817,35.1067,34.9999
2067,0.00307177,0.107512,35.1074,34.9999
2068,0.00304745,0.106661,35.1066,34.9999
2069,0.00303967,0.106388,35.1063,34.9999
2070,0.00305185,0.106815,35.1067,34.9999
2071,0.00304702,0.106645,35.1066,34.9999
2072,0.00307885,0.107759,35.1077,34.9999
2073,0.00303041,0.106064,35.106,34.9999
2074,0.00305028,0.10676,35.1067,34.9999
2075,0.00305493,0.106922,35.1069,34.9999
2076,0.00304473,0.106565,35.1065,34.9999
2077,0.00304827,0.106689,35.1066,34.9999
2078,0.00307686,0.10769,35.1076,34.9999
2079,0.0030327,0.106144,35.1061,34.9999
2080,0.00299569,0.104849,35.1048,34.9999
2081,0.00305959,0.107085,35.107,34.9999
2082,0.00304072,0.106425,35.1064,34.9999
2083,0.00305038,0.106763,35.1067,34.9999
2084,0.00303821,0.106337,35.1063,34.9999
2085,0.00302768,0.105968,35.1059,34.9999
2086,0.00307872,0.107755,35.1077,34.9999
2087,0.00305834,0.107042,35.107,34.9999
2088,0.003073,0.107555,35.1075,34.9999
2089,0.0030172,0.105602,35.1055,34.9999
2090,0.00299925,0.104974,35.1049,34.9999
2091,0.00304964,0.106737,35.1067,34.9999
2092,0.00303316,0.106161,35.1061,34.9999
2093,0.00305851,0.107048,35.107,34.9999
2094,0.00299436,0.104802,35.1047,34.9999
2095,0.00301639,0.105573,35.1055,34.9999
2096,0.00305093,0.106782,35.1067,34.9999
2097,0.00304069,0.106424,35.1064,34.9999
2098,0.00307028,0.10746,35.1074,34.9999
2099,0.00299828,0.10494,35.1049,34.9999
2100,0.00304457,0.10656,35.1065,34.9999
2101,0.00304744,0.10666,35.1066,34.9999
2102,0.00303721,0.106302,35.1062,34.9999
2103,0.0030275,0.105962,35.1059,34.9999
2104,0.00300015,0.105005,35.1049,34.9999
2105,0.00301307,0.105457,35.1054,34.9999
2106,0.00303185,0.106114,35.106,34.9999
2107,0.00299235,0.104732,35.1047,34.9999
2108,0.00304814,0.106685,35.1066,34.9999
2109,0.00299739,0.104908,35.1048,34.9999
2110,0.00301354,0.105474,35.1054,34.9999
2111,0.0029848,0.104468,35.1044,34.9999
2112,0.0030407,0.106424,35.1064,34.9999
2113,0.00306123,0.107143,35.1071,34.9999
2114,0.0030121,0.105423,35.1054,34.9999
2115,0.0030302,0.106057,35.106,34.9999
2116,0.00303042,0.106065,35.106,34.9999
2117,0.00302341,0.105819,35.1057,34.9999
2118,0.00303106,0.106087,35.106,34.9999
2119,0.00298542,0.104489,35.1044,34.9999
2120,0.00296558,0.103795,35.1037,34.9999
2121,0.00300216,0.105075,35.105,34.9999
2122,0.00297397,0.104089,35.104,34.9999
2123,0.00300779,0.105273,35.1052,34.9999
2124,0.00299402,0.104791,35.1047,34.9999
2125,0.00301628,0.10557,35.1055,34.9999
2126,0.00300305,0.105106,35.105,34.9999
2127,0.0030082,0.105287,35.1052,34.9999
2128,0.00300608,0.105213,35.1051,34.9999
2129,0.00302185,0.105765,35.1057,34.9999
2130,0.00300598,0.105209,35.1051,34.9999
2131,0.00299363,0.104777,35.1047,34.9999
2132,0.00302624,0.105918,35.1058,34.9999
2133,0.00295833,0.103541,35.1035,34.9999
2134,0.00300726,0.105254,35.1052,34.9999
2135,0.00301713,0.105599,35.1055,34.9999
2136,0.00304535,0.106587,35.1065,34.9999
2137,0.00301484,0.105519,35.1054,34.9999
2138,0.00297507,0.104127,35.1041,34.9999
2139,0.00301925,0.105674,35.1056,34.9999
2140,0.00298576,0.104502,35.1044,34.9999
2141,0.00298507,0.104477,35.1044,34.9999
2142,0.00299228,0.10473,35.1047,34.9999
2143,0.00299694,0.104893,35.1048,34.9999
2144,0.00298102,0.104336,35.1043,34.9999
2145,0.00297208,0.104023,35.104,34.9999
2146,0.00302721,0.105952,35.1059,34.9999
2147,0.00302794,0.105978,35.1059,34.9999
2148,0.00299347,0.104771,35.1047,34.9999
2149,0.00303855,0.106349,35.1063,34.9999
2150,0.00300499,0.105174,35.1051,34.9999
2151,0.0029819,0.104366,35.1043,34.9999
2152,0.00297517,0.104131,35.1041,34.9999
2153,0.00297906,0.104267,35.1042,34.9999
2154,0.00297257,0.10404,35.104,34.9999
2155,0.00297463,0.104112,35.104,34.9999
2156,0.00297725,0.104204,35.1041,34.9999
2157,0.00298524,0.104483,35.1044,34.9999
2158,0.00297786,0.104225,35.1042,34.9999
2159,0.00298157,0.104355,35.1043,34.9999
2160,0.00297528,0.104135,35.1041,34.9999
2161,0.00298768,0.104568,35.1045,34.9999
2162,0.00299286,0.10475,35.1047,34.9999
2163,0.00301158,0.105405,35.1053,34.9999
2164,0.00297277,0.104047,35.104,34.9999
2165,0.00298789,0.104576,35.1045,34.9999
2166,0.00297589,0.104156,35.1041,34.9999
2167,0.00298546,0.104491,35.1044,34.9999
2168,0.00295845,0.103545,35.1035,34.9999
2169,0.00297453,0.104108,35.104,34.9999
2170,0.00295654,0.103479,35.1034,34.9999
2171,0.00296072,0.103625,35.1036,34.9999
2172,0.00300038,0.105013,35.1049,34.9999
2173,0.0029613,0.103645,35.1036,34.9999
2174,0.00296116,0.10364,35.1036,34.9999
2175,0.00298858,0.1046,35.1045,34.9999
2176,0.00297936,0.104278,35.1042,34.9999
2177,0.00298407,0.104442,35.1044,34.9999
2178,0.00295836,0.103542,35.1035,34.9999
2179,0.00295661,0.103481,35.1034,34.9999
2180,0.00298132,0.104346,35.1043,34.9999
2181,0.00296458,0.10376,35.1037,34.9999
2182,0.00296998,0.103949,35.1039,34.9999
2183,0.00292874,0.102506,35.1024,34.9999
2184,0.00296734,0.103857,35.1038,34.9999
2185,0.00295683,0.103489,35.1034,34.9999
2186,0.00295605,0.103462,35.1034,34.9999
2187,0.00295958,0.103585,35.1035,34.9999
2188,0.00296137,0.103648,35.1036,34.9999
2189,0.00298345,0.104421,35.1044,34.9999
2190,0.00298525,0.104484,35.1044,34.9999
2191,0.00299709,0.104898,35.1048,34.9999
2192,0.00298588,0.104506,35.1044,34.9999
2193,0.0029823,0.10438,35.1043,34.9999
2194,0.00299277,0.104747,35.1047,34.9999
2195,0.0029878,0.104573,35.1045,34.9999
2196,0.00295866,0.103553,35.1035,34.9999
2197,0.00298112,0.104339,35.1043,34.9999
2198,0.00295329,0.103365,35.1033,34.9999
2199,0.00294413,0.103044,35.103,34.9999
2200,0.00298145,0.104351,35.1043,34.9999
2201,0.00296913,0.103919,35.1038,34.9999
2202,0.00296074,0.103626,35.1036,34.9999
2203,0.00297746,0.104211,35.1041,34.9999
2204,0.00298008,0.104303,35.1042,34.9999
2205,0.00293835,0.102842,35.1028,34.9999
2206,0.00293226,0.102629,35.1026,34.9999
2207,0.00296602,0.10381,35.1037,34.9999
2208,0.00296826,0.103889,35.1038,34.9999
2209,0.00296904,0.103916,35.1038,34.9999
2210,0.0029482,0.103187,35.1031,34.9999
2211,0.00296836,0.103893,35.1038,34.9999
2212,0.00292568,0.102399,35.1023,34.9999
2213,0.00296514,0.10378,35.1037,34.9999
2214,0.00295583,0.103454,35.1034,34.9999
2215,0.00294065,0.102923,35.1029,34.9999
2216,0.00290281,0.101598,35.1015,34.9999
2217,0.00293918,0.102871,35.1028,34.9999
2218,0.00296935,0.103927,35.1039,34.9999
2219,0.00294303,0.103006,35.1029,34.9999
2220,0.00294749,0.103162,35.1031,34.9999
2221,0.00296492,0.103772,35.1037,34.9999
2222,0.00294911,0.103219,35.1031,34.9999
2223,0.00294643,0.103125,35.1031,34.9999
2224,0.00294213,0.102974,35.1029,34.9999
2225,0.00292419,0.102347,35.1023,34.9999
2226,0.0029188,0.102158,35.1021,34.9999
2227,0.00293315,0.10266,35.1026,34.9999
2228,0.00293757,0.102815,35.1027,34.9999
2229,0.00291642,0.102075,35.102,34.9999
2230,0.00294612,0.103114,35.103,34.9999
2231,0.00292041,0.102214,35.1021,34.9999
2232,0.0029557,0.103449,35.1034,34.9999
2233,0.00294489,0.103071,35.103,34.9999
2234,0.00293468,0.102714,35.1026,34.9999
2235,0.00296542,0.10379,35.1037,34.9999
2236,0.00292537,0.102388,35.1023,34.9999
2237,0.00293982,0.102894,35.1028,34.9999
2238,0.00294592,0.103107,35.103,34.9999
2239,0.00295874,0.103556,35.1035,34.9999
2240,0.00293393,0.102688,35.1026,34.9999
2241,0.00292336,0.102317,35.1022,34.9999
2242,0.00288813,0.101084,35.101,34.9999
2243,0.00294339,0.103018,35.1029,34.9999
2244,0.00295018,0.103256,35.1032,34.9999
2245,0.00290825,0.101789,35.1017,34.9999
2246,0.00294213,0.102974,35.1029,34.9999
2247,0.00291324,0.101963,35.1019,34.9999
2248,0.00293379,0.102682,35.1026,34.9999
2249,0.00290538,0.101688,35.1016,34.9999
2250,0.00291462,0.102011,35.1019,34.9999
2251,0.00294012,0.102904,35.1028,34.9999
2252,0.0029256,0.102396,35.1023,34.9999
2253,0.00289265,0.101243,35.1012,34.9999
2254,0.00291053,0.101868,35.1018,34.9999
2255,0.00294115,0.10294,35.1029,34.9999
2256,0.00290408,0.101643,35.1016,34.9999
2257,0.00290803,0.101781,35.1017,34.9999
2258,0.00292154,0.102254,35.1022,34.9999
2259,0.00290403,0.101641,35.1016,34.9999
2260,0.00295705,0.103497,35.1034,34.9999
2261,0.00291076,0.101876,35.1018,34.9999
2262,0.00290651,0.101728,35.1017,34.9999
2263,0.00289425,0.101299,35.1012,34.9999
2264,0.00285468,0.0999136,35.0998,34.9999
2265,0.00288712,0.101049,35.101,34.9999
2266,0.00288563,0.100997,35.1009,34.9999
2267,0.00288577,0.101002,35.1009,34.9999
2268,0.00291849,0.102147,35.1021,34.9999
2269,0.0028523,0.0998304,35.0998,34.9999
2270,0.00288911,0.101119,35.101,34.9999
2271,0.00291591,0.102057,35.102,34.9999
2272,0.00294175,0.102961,35.1029,34.9999
2273,0.00293355,0.102674,35.1026,34.9999
2274,0.00289196,0.101218,35.1011,34.9999
2275,0.00294124,0.102943,35.1029,34.9999
2276,0.00284713,0.0996493,35.0996,34.9999
2277,0.00290143,0.10155,35.1015,34.9999
2278,0.00287611,0.100664,35.1006,34.9999
2279,0.0028839,0.100936,35.1009,34.9999
2280,0.00287154,0.100504,35.1004,34.9999
2281,0.00290273,0.101595,35.1015,34.9999
2282,0.00288511,0.100979,35.1009,34.9999
2283,0.00290802,0.10178,35.1017,34.9999
2284,0.00289888,0.101461,35.1014,34.9999
2285,0.00289279,0.101247,35.1012,34.9999
2286,0.00287062,0.100471,35.1004,34.9999
2287,0.00289917,0.101471,35.1014,34.9999
2288,0.00291322,0.101963,35.1019,34.9999
2289,0.00288814,0.101085,35.101,34.9999
2290,0.00287901,0.100765,35.1007,34.9999
2291,0.00289368,0.101279,35.1012,34.9999
2292,0.00288445,0.100956,35.1009,34.9999
2293,0.00286622,0.100317,35.1002,34.9999
2294,0.00285802,0.100031,35.1,34.9999
2295,0.00289083,0.101179,35.1011,34.9999
2296,0.00289873,0.101456,35.1014,34.9999
2297,0.00288585,0.101005,35.1009,34.9999
2298,0.00288498,0.100974,35.1009,34.9999
2299,0.00291199,0.10192,35.1018,34.9999
2300,0.00289602,0.101361,35.1013,34.9999
2301,0.0029143,0.102,35.1019,34.9999
2302,0.00289849,0.101447,35.1014,34.9999
2303,0.00291492,0.102022,35.102,34.9999
2304,0.00289799,0.101429,35.1014,34.9999
2305,0.00291236,0.101932,35.1019,34.9999
2306,0.00288745,0.101061,35.101,34.9999
2307,0.00285803,0.100031,35.1,34.9999
2308,0.00289426,0.101299,35.1012,34.9999
2309,0.00288624,0.101018,35.1009,34.9999
2310,0.0028691,0.100418,35.1003,34.9999
2311,0.00290074,0.101526,35.1015,34.9999
2312,0.00288445,0.100956,35.1009,34.9999
2313,0.00290934,0.101827,35.1018,34.9999
2314,0.00288388,0.100936,35.1009,34.9999
2315,0.00288322,0.100913,35.1008,34.9999
2316,0.00287161,0.100506,35.1004,34.9999
2317,0.00288137,0.100848,35.1008,34.9999
2318,0.00288154,0.100854,35.1008,34.9999
2319,0.0028836,0.100926,35.1009,34.9999
2320,0.00289194,0.101218,35.1011,34.9999
2321,0.00290089,0.101531,35.1015,34.9999
2322,0.00284719,0.0996514,35.0996,34.9999
2323,0.00285031,0.0997607,35.0997,34.9999
2324,0.0028619,0.100166,35.1001,34.9999
2325,0.00287834,0.100742,35.1007,34.9999
2326,0.0028775,0.100712,35.1006,34.9999
2327,0.00283815,0.0993351,35.0993,34.9999
2328,0.0028517,0.0998095,35.0997,34.9999
2329,0.00287891,0.100762,35.1007,34.9999
2330,0.00286065,0.100123,35.1001,34.9999
2331,0.00282401,0.0988402,35.0988,34.9999
2332,0.00286295,0.100203,35.1001,34.9999
2333,0.00288184,0.100864,35.1008,34.9999
2334,0.00289082,0.101178,35.1011,34.9999
2335,0.00288329,0.100915,35.1008,34.9999
2336,0.00290417,0.101646,35.1016,34.9999
2337,0.00289896,0.101463,35.1014,34.9999
2338,0.0028742,0.100597,35.1005,34.9999
2339,0.00281587,0.0985551,35.0985,34.9999
2340,0.00285667,0.0999833,35.0999,34.9999
2341,0.00285254,0.0998386,35.0998,34.9999
2342,0.00288433,0.100951,35.1009,34.9999
2343,0.00288563,0.100997,35.1009,34.9999
2344,0.00285217,0.0998259,35.0998,34.9999
2345,0.00284085,0.0994297,35.0994,34.9999
2346,0.00286955,0.100434,35.1004,34.9999
2347,0.00284039,0.0994136,35.0993,34.9999
2348,0.00286201,0.10017,35.1001,34.9999
2349,0.00286426,0.100249,35.1002,34.9999
2350,0.00286725,0.100353,35.1003,34.9999
2351,0.00287807,0.100732,35.1007,34.9999
2352,0.00289199,0.101219,35.1012,34.9999
2353,0.00285996,0.100098,35.1,34.9999
2354,0.002865,0.100275,35.1002,34.9999
2355,0.00286614,0.100315,35.1002,34.9999
2356,0.00287429,0.1006,35.1005,34.9999
2357,0.00286374,0.100231,35.1002,34.9999
2358,0.002873,0.100555,35.1005,34.9999
2359,0.00287225,0.100528,35.1005,34.9999
2360,0.00285897,0.100064,35.1,34.9999
2361,0.00285664,0.0999823,35.0999,34.9999
