"E0",,,,
"Index [1]","ΔL/L0 [1]","ΔL [mm]","L1 [mm]","L0 [mm]"
595,0.00478518,0.167481,35.1674,34.9999
596,0.00476694,0.166843,35.1668,34.9999
597,0.00476458,0.16676,35.1667,34.9999
598,0.00475962,0.166586,35.1665,34.9999
599,0.00476488,0.16677,35.1667,34.9999
600,0.00475739,0.166508,35.1664,34.9999
601,0.00476452,0.166758,35.1667,34.9999
602,0.00475084,0.166279,35.1662,34.9999
603,0.00478876,0.167606,35.1675,34.9999
604,0.00478039,0.167313,35.1672,34.9999
605,0.00478931,0.167625,35.1676,34.9999
606,0.00480477,0.168167,35.1681,34.9999
607,0.00478742,0.167559,35.1675,34.9999
608,0.00474842,0.166194,35.1661,34.9999
609,0.00477534,0.167136,35.1671,34.9999
610,0.00476197,0.166669,35.1666,34.9999
611,0.00476506,0.166777,35.1667,34.9999
612,0.00476833,0.166891,35.1668,34.9999
613,0.00476212,0.166674,35.1666,34.9999
614,0.00477753,0.167213,35.1671,34.9999
615,0.00477302,0.167055,35.167,34.9999
616,0.00477236,0.167032,35.167,34.9999
617,0.0047609,0.166631,35.1666,34.9999
618,0.00477318,0.167061,35.167,34.9999
619,0.00478308,0.167407,35.1673,34.9999
620,0.00475094,0.166283,35.1662,34.9999
621,0.00475221,0.166327,35.1663,34.9999
622,0.00476616,0.166815,35.1667,34.9999
623,0.00477439,0.167103,35.167,34.9999
624,0.00476078,0.166627,35.1666,34.9999
625,0.00476336,0.166717,35.1666,34.9999
626,0.00475284,0.166349,35.1663,34.9999
627,0.00477731,0.167205,35.1671,34.9999
628,0.00474149,0.165952,35.1659,34.9999
629,0.00474496,0.166073,35.166,34.9999
630,0.00478413,0.167444,35.1674,34.9999
631,0.00474206,0.165972,35.1659,34.9999
632,0.00475208,0.166323,35.1663,34.9999
633,0.00473673,0.165785,35.1657,34.9999
634,0.00476328,0.166714,35.1666,34.9999
635,0.00478553,0.167493,35.1674,34.9999
636,0.0047232,0.165312,35.1652,34.9999
637,0.00475608,0.166462,35.1664,34.9999
638,0.00471668,0.165084,35.165,34.9999
639,0.00478088,0.16733,35.1673,34.9999
640,0.00471901,0.165165,35.1651,34.9999
641,0.00476841,0.166894,35.1668,34.9999
642,0.00474975,0.166241,35.1662,34.9999
643,0.00476913,0.166919,35.1668,34.9999
644,0.00475846,0.166546,35.1665,34.9999
645,0.00474328,0.166014,35.1659,34.9999
646,0.00472585,0.165404,35.1653,34.9999
647,0.00472552,0.165393,35.1653,34.9999
648,0.00475604,0.166461,35.1664,34.9999
649,0.00479252,0.167738,35.1677,34.9999
650,0.00476681,0.166838,35.1668,34.9999
651,0.0047499,0.166246,35.1662,34.9999
652,0.00477602,0.16716,35.1671,34.9999
653,0.00477545,0.16714,35.1671,34.9999
654,0.00473761,0.165816,35.1657,34.9999
655,0.00476531,0.166786,35.1667,34.9999
656,0.00474049,0.165917,35.1658,34.9999
657,0.00476036,0.166612,35.1665,34.9999
658,0.00474926,0.166224,35.1662,34.9999
659,0.00475752,0.166513,35.1664,34.9999
660,0.00469912,0.164469,35.1644,34.9999
661,0.00476806,0.166882,35.1668,34.9999
662,0.00471352,0.164973,35.1649,34.9999
663,0.00478015,0.167305,35.1672,34.9999
664,0.00470808,0.164782,35.1647,34.9999
665,0.00473602,0.16576,35.1657,34.9999
666,0.00475027,0.166259,35.1662,34.9999
667,0.00472969,0.165539,35.1655,34.9999
668,0.00473713,0.165799,35.1657,34.9999
669,0.00472532,0.165386,35.1653,34.9999
670,0.00472563,0.165397,35.1653,34.9999
671,0.00472141,0.165249,35.1652,34.9999
672,0.00471487,0.16502,35.165,34.9999
673,0.00471863,0.165152,35.1651,34.9999
674,0.00469474,0.164315,35.1642,34.9999
675,0.00464551,0.162593,35.1625,34.9999
676,0.00470682,0.164738,35.1647,34.9999
677,0.00468432,0.163951,35.1639,34.9999
678,0.00472115,0.16524,35.1652,34.9999
679,0.00469706,0.164397,35.1643,34.9999
680,0.00468692,0.164042,35.164,34.9999
681,0.00469705,0.164397,35.1643,34.9999
682,0.00469228,0.16423,35.1642,34.9999
683,0.00470572,0.1647,35.1646,34.9999
684,0.00471565,0.165047,35.165,34.9999
685,0.00471408,0.164992,35.1649,34.9999
686,0.00470017,0.164506,35.1644,34.9999
687,0.00469115,0.16419,35.1641,34.9999
688,0.00467611,0.163663,35.1636,34.9999
689,0.00468269,0.163894,35.1638,34.9999
690,0.00470265,0.164592,35.1645,34.9999
691,0.00468611,0.164014,35.1639,34.9999
692,0.00468629,0.16402,35.1639,34.9999
693,0.00467481,0.163618,35.1635,34.9999
694,0.00469007,0.164152,35.1641,34.9999
695,0.00468755,0.164064,35.164,34.9999
696,0.00469342,0.164269,35.1642,34.9999
697,0.00467609,0.163663,35.1636,34.9999
698,0.00467938,0.163778,35.1637,34.9999
699,0.00467611,0.163664,35.1636,34.9999
700,0.00467256,0.163539,35.1635,34.9999
701,0.00466538,0.163288,35.1632,34.9999
702,0.00468018,0.163806,35.1637,34.9999
703,0.00466276,0.163196,35.1631,34.9999
704,0.00466061,0.163121,35.1631,34.9999
705,0.00466539,0.163288,35.1632,34.9999
706,0.00464134,0.162447,35.1624,34.9999
707,0.0046622,0.163177,35.1631,34.9999
708,0.00464475,0.162566,35.1625,34.9999
709,0.00467009,0.163453,35.1634,34.9999
710,0.00465131,0.162796,35.1627,34.9999
711,0.00468656,0.164029,35.164,34.9999
712,0.00466732,0.163356,35.1633,34.9999
713,0.00463677,0.162287,35.1622,34.9999
714,0.00463024,0.162058,35.162,34.9999
715,0.00461943,0.16168,35.1616,34.9999
716,0.00464776,0.162671,35.1626,34.9999
717,0.0046427,0.162494,35.1624,34.9999
718,0.00463225,0.162128,35.1621,34.9999
719,0.00462219,0.161776,35.1617,34.9999
720,0.00463589,0.162256,35.1622,34.9999
721,0.00464221,0.162477,35.1624,34.9999
722,0.00464685,0.162639,35.1626,34.9999
723,0.00465889,0.163061,35.163,34.9999
724,0.00463052,0.162068,35.162,34.9999
725,0.00463846,0.162346,35.1623,34.9999
726,0.00461875,0.161656,35.1616,34.9999
727,0.00461488,0.16152,35.1614,34.9999
728,0.00459391,0.160786,35.1607,34.9999
729,0.00460382,0.161133,35.1611,34.9999
730,0.00462462,0.161861,35.1618,34.9999
731,0.0046179,0.161626,35.1616,34.9999
732,0.00464389,0.162536,35.1625,34.9999
733,0.00464494,0.162572,35.1625,34.9999
734,0.0046257,0.161899,35.1618,34.9999
735,0.00463042,0.162064,35.162,34.9999
736,0.00459788,0.160926,35.1609,34.9999
737,0.00462536,0.161887,35.1618,34.9999
738,0.00462212,0.161774,35.1617,34.9999
739,0.00459817,0.160935,35.1609,34.9999
740,0.00463221,0.162127,35.1621,34.9999
741,0.00461716,0.1616,35.1615,34.9999
742,0.0046133,0.161465,35.1614,34.9999
743,0.00460118,0.161041,35.161,34.9999
744,0.0046263,0.16192,35.1618,34.9999
745,0.00461901,0.161665,35.1616,34.9999
746,0.00458121,0.160342,35.1603,34.9999
747,0.00460701,0.161245,35.1612,34.9999
748,0.00460079,0.161027,35.161,34.9999
749,0.00460848,0.161297,35.1612,34.9999
750,0.00457589,0.160156,35.1601,34.9999
751,0.00461828,0.16164,35.1616,34.9999
752,0.00459573,0.16085,35.1608,34.9999
753,0.00455663,0.159482,35.1594,34.9999
754,0.00459738,0.160908,35.1608,34.9999
755,0.00459229,0.16073,35.1607,34.9999
756,0.00458642,0.160524,35.1605,34.9999
757,0.00458879,0.160607,35.1605,34.9999
758,0.0045779,0.160226,35.1602,34.9999
759,0.0045957,0.160849,35.1608,34.9999
760,0.00457506,0.160127,35.1601,34.9999
761,0.00455531,0.159436,35.1594,34.9999
762,0.00457624,0.160168,35.1601,34.9999
763,0.00456611,0.159814,35.1597,34.9999
764,0.00452864,0.158502,35.1584,34.9999
765,0.00451497,0.158024,35.158,34.9999
766,0.00458581,0.160503,35.1604,34.9999
767,0.00456421,0.159747,35.1597,34.9999
768,0.00453909,0.158868,35.1588,34.9999
769,0.0045282,0.158487,35.1584,34.9999
770,0.00458845,0.160595,35.1605,34.9999
771,0.00455948,0.159581,35.1595,34.9999
772,0.00454951,0.159232,35.1592,34.9999
773,0.00453612,0.158764,35.1587,34.9999
774,0.00453165,0.158608,35.1585,34.9999
775,0.00454656,0.159129,35.1591,34.9999
776,0.00456223,0.159678,35.1596,34.9999
777,0.00454904,0.159216,35.1591,34.9999
778,0.00455213,0.159324,35.1593,34.9999
779,0.00453513,0.158729,35.1587,34.9999
780,0.00455385,0.159385,35.1593,34.9999
781,0.00456375,0.159731,35.1597,34.9999
782,0.00456445,0.159756,35.1597,34.9999
783,0.00452011,0.158204,35.1581,34.9999
784,0.00453482,0.158718,35.1586,34.9999
785,0.00457459,0.16011,35.16,34.9999
786,0.00455791,0.159526,35.1595,34.9999
787,0.00456023,0.159608,35.1595,34.9999
788,0.00455223,0.159328,35.1593,34.9999
789,0.00449808,0.157433,35.1574,34.9999
790,0.00454929,0.159225,35.1592,34.9999
791,0.00452095,0.158233,35.1582,34.9999
792,0.00453888,0.15886,35.1588,34.9999
793,0.00453132,0.158596,35.1585,34.9999
794,0.00453679,0.158787,35.1587,34.9999
795,0.00452986,0.158545,35.1585,34.9999
796,0.00451608,0.158062,35.158,34.9999
797,0.00454657,0.159129,35.1591,34.9999
798,0.00452218,0.158276,35.1582,34.9999
799,0.00453479,0.158717,35.1586,34.9999
800,0.00451897,0.158164,35.1581,34.9999
801,0.00452178,0.158262,35.1582,34.9999
802,0.00450373,0.15763,35.1576,34.9999
803,0.00448118,0.156841,35.1568,34.9999
804,0.00450976,0.157841,35.1578,34.9999
805,0.0045165,0.158077,35.158,34.9999
806,0.00452503,0.158376,35.1583,34.9999
807,0.00449848,0.157447,35.1574,34.9999
808,0.0044908,0.157178,35.1571,34.9999
809,0.00446121,0.156142,35.1561,34.9999
810,0.00452245,0.158286,35.1582,34.9999
811,0.00448536,0.156987,35.1569,34.9999
812,0.00449691,0.157392,35.1573,34.9999
813,0.00449701,0.157395,35.1573,34.9999
814,0.00449018,0.157156,35.1571,34.9999
815,0.0044924,0.157234,35.1572,34.9999
816,0.00447233,0.156531,35.1565,34.9999
817,0.004479,0.156765,35.1567,34.9999
818,0.00446917,0.156421,35.1563,34.9999
819,0.0044442,0.155547,35.1555,34.9999
820,0.00447365,0.156577,35.1565,34.9999
821,0.00448237,0.156883,35.1568,34.9999
822,0.00449071,0.157174,35.1571,34.9999
823,0.00448,0.1568,35.1567,34.9999
824,0.00445699,0.155994,35.1559,34.9999
825,0.00452359,0.158325,35.1583,34.9999
826,0.00446017,0.156106,35.156,34.9999
827,0.0044932,0.157262,35.1572,34.9999
828,0.00445354,0.155874,35.1558,34.9999
829,0.00445775,0.156021,35.1559,34.9999
830,0.00446152,0.156153,35.1561,34.9999
831,0.00446372,0.15623,35.1562,34.9999
832,0.00445575,0.155951,35.1559,34.9999
833,0.00443021,0.155057,35.155,34.9999
834,0.00451968,0.158188,35.1581,34.9999
835,0.0044574,0.156009,35.1559,34.9999
836,0.00445499,0.155924,35.1559,34.9999
837,0.00445418,0.155896,35.1558,34.9999
838,0.00445054,0.155769,35.1557,34.9999
839,0.00445071,0.155774,35.1557,34.9999
840,0.00445117,0.155791,35.1557,34.9999
841,0.00447732,0.156706,35.1566,34.9999
842,0.00444799,0.155679,35.1556,34.9999
843,0.00443996,0.155398,35.1553,34.9999
844,0.00447171,0.15651,35.1564,34.9999
845,0.00447274,0.156546,35.1565,34.9999
846,0.00445343,0.15587,35.1558,34.9999
847,0.00445117,0.155791,35.1557,34.9999
848,0.00443468,0.155214,35.1551,34.9999
849,0.00443642,0.155275,35.1552,34.9999
850,0.00443953,0.155383,35.1553,34.9999
851,0.0044419,0.155466,35.1554,34.9999
852,0.00444811,0.155684,35.1556,34.9999
853,0.00441722,0.154602,35.1545,34.9999
854,0.00443646,0.155276,35.1552,34.9999
855,0.00441632,0.154571,35.1545,34.9999
856,0.00444747,0.155661,35.1556,34.9999
857,0.00444092,0.155432,35.1554,34.9999
858,0.00441056,0.154369,35.1543,34.9999
859,0.00443638,0.155273,35.1552,34.9999
860,0.00442608,0.154913,35.1548,34.9999
861,0.00444706,0.155647,35.1556,34.9999
862,0.00442327,0.154814,35.1547,34.9999
863,0.00441856,0.154649,35.1546,34.9999
864,0.0044199,0.154696,35.1546,34.9999
865,0.00440754,0.154264,35.1542,34.9999
866,0.00440266,0.154093,35.154,34.9999
867,0.00441477,0.154517,35.1544,34.9999
868,0.00443258,0.15514,35.1551,34.9999
869,0.00439876,0.153956,35.1539,34.9999
870,0.00441333,0.154466,35.1544,34.9999
871,0.00443027,0.155059,35.155,34.9999
872,0.00435972,0.15259,35.1525,34.9999
873,0.00441865,0.154652,35.1546,34.9999
874,0.00440858,0.1543,35.1542,34.9999
875,0.00442044,0.154715,35.1546,34.9999
876,0.00438936,0.153627,35.1536,34.9999
877,0.00438371,0.153429,35.1534,34.9999
878,0.00439891,0.153962,35.1539,34.9999
879,0.0043962,0.153867,35.1538,34.9999
880,0.00440896,0.154313,35.1542,34.9999
881,0.00436656,0.152829,35.1528,34.9999
882,0.0043722,0.153027,35.153,34.9999
883,0.00439578,0.153852,35.1538,34.9999
884,0.00437146,0.153001,35.1529,34.9999
885,0.00438667,0.153533,35.1535,34.9999
886,0.0043914,0.153699,35.1536,34.9999
887,0.00435225,0.152328,35.1523,34.9999
888,0.00441022,0.154358,35.1543,34.9999
889,0.00439564,0.153847,35.1538,34.9999
890,0.00436456,0.152759,35.1527,34.9999
891,0.00439844,0.153945,35.1539,34.9999
892,0.00436847,0.152896,35.1528,34.9999
893,0.00439447,0.153806,35.1537,34.9999
894,0.00438904,0.153616,35.1535,34.9999
895,0.00436729,0.152855,35.1528,34.9999
896,0.00437032,0.152961,35.1529,34.9999
897,0.00436942,0.15293,35.1529,34.9999
898,0.00435924,0.152573,35.1525,34.9999
899,0.00437919,0.153271,35.1532,34.9999
900,0.00436571,0.1528,35.1527,34.9999
901,0.0043646,0.152761,35.1527,34.9999
902,0.00435843,0.152545,35.1525,34.9999
903,0.00436834,0.152891,35.1528,34.9999
904,0.00435577,0.152452,35.1524,34.9999
905,0.00436458,0.15276,35.1527,34.9999
906,0.0043741,0.153093,35.153,34.9999
907,0.0043807,0.153324,35.1533,34.9999
908,0.00434242,0.151984,35.1519,34.9999
909,0.00433265,0.151643,35.1516,34.9999
910,0.00437491,0.153121,35.153,34.9999
911,0.00433881,0.151858,35.1518,34.9999
912,0.00434634,0.152122,35.1521,34.9999
913,0.00433683,0.151789,35.1517,34.9999
914,0.00435042,0.152265,35.1522,34.9999
915,0.00433475,0.151716,35.1516,34.9999
916,0.00431847,0.151146,35.1511,34.9999
917,0.00432932,0.151526,35.1515,34.9999
918,0.00432862,0.151501,35.1514,34.9999
919,0.00432405,0.151341,35.1513,34.9999
920,0.00431572,0.15105,35.151,34.9999
921,0.00433652,0.151778,35.1517,34.9999
922,0.00434146,0.151951,35.1519,34.9999
923,0.00432436,0.151352,35.1513,34.9999
924,0.00431458,0.15101,35.1509,34.9999
925,0.00434936,0.152227,35.1522,34.9999
926,0.00431343,0.15097,35.1509,34.9999
927,0.0043304,0.151564,35.1515,34.9999
928,0.00432612,0.151414,35.1513,34.9999
929,0.00434227,0.151979,35.1519,34.9999
930,0.0043119,0.150916,35.1508,34.9999
931,0.0043301,0.151553,35.1515,34.9999
932,0.00428503,0.149976,35.1499,34.9999
933,0.00430732,0.150756,35.1507,34.9999
934,0.00437622,0.153167,35.1531,34.9999
935,0.00433088,0.15158,35.1515,34.9999
936,0.00433599,0.151759,35.1517,34.9999
937,0.00429346,0.150271,35.1502,34.9999
938,0.00429839,0.150443,35.1504,34.9999
939,0.00429861,0.150451,35.1504,34.9999
940,0.00432005,0.151201,35.1511,34.9999
941,0.00431085,0.150879,35.1508,34.9999
942,0.00428742,0.150059,35.15,34.9999
943,0.00432456,0.151359,35.1513,34.9999
944,0.00430393,0.150637,35.1506,34.9999
945,0.0042957,0.150349,35.1503,34.9999
946,0.00430488,0.150671,35.1506,34.9999
947,0.00430382,0.150633,35.1506,34.9999
948,0.00430046,0.150516,35.1504,34.9999
949,0.00430416,0.150645,35.1506,34.9999
950,0.00427978,0.149792,35.1497,34.9999
951,0.00424781,0.148673,35.1486,34.9999
952,0.00429466,0.150313,35.1502,34.9999
953,0.00428498,0.149974,35.1499,34.9999
954,0.00431012,0.150854,35.1508,34.9999
955,0.00429373,0.15028,35.1502,34.9999
956,0.00427821,0.149737,35.1497,34.9999
957,0.00426887,0.14941,35.1493,34.9999
958,0.00428437,0.149953,35.1499,34.9999
959,0.00425309,0.148858,35.1488,34.9999
960,0.00426968,0.149438,35.1494,34.9999
961,0.00428798,0.150079,35.15,34.9999
962,0.00427398,0.149589,35.1495,34.9999
963,0.00427352,0.149573,35.1495,34.9999
964,0.00428238,0.149883,35.1498,34.9999
965,0.00425762,0.149017,35.1489,34.9999
966,0.00427692,0.149692,35.1496,34.9999
967,0.00425262,0.148841,35.1488,34.9999
968,0.00427219,0.149526,35.1495,34.9999
969,0.00424889,0.148711,35.1486,34.9999
970,0.00426939,0.149428,35.1494,34.9999
971,0.00427524,0.149633,35.1496,34.9999
972,0.0042362,0.148267,35.1482,34.9999
973,0.00426328,0.149215,35.1491,34.9999
974,0.00422476,0.147866,35.1478,34.9999
975,0.00426342,0.149219,35.1492,34.9999
976,0.00426932,0.149426,35.1494,34.9999
977,0.00426734,0.149356,35.1493,34.9999
978,0.00420887,0.14731,35.1472,34.9999
979,0.00423912,0.148369,35.1483,34.9999
980,0.00422744,0.14796,35.1479,34.9999
981,0.00423793,0.148327,35.1483,34.9999
982,0.00422395,0.147838,35.1478,34.9999
983,0.00423991,0.148396,35.1483,34.9999
984,0.00425051,0.148768,35.1487,34.9999
985,0.00426794,0.149378,35.1493,34.9999
986,0.00426002,0.1491,35.149,34.9999
987,0.00422783,0.147974,35.1479,34.9999
988,0.00426748,0.149361,35.1493,34.9999
989,0.00423974,0.148391,35.1483,34.9999
990,0.0042454,0.148589,35.1485,34.9999
991,0.00424884,0.148709,35.1486,34.9999
992,0.00423779,0.148322,35.1483,34.9999
993,0.00424668,0.148633,35.1486,34.9999
994,0.004259,0.149065,35.149,34.9999
995,0.00428293,0.149902,35.1498,34.9999
996,0.00422205,0.147771,35.1477,34.9999
997,0.00424265,0.148492,35.1484,34.9999
998,0.00423404,0.148191,35.1481,34.9999
999,0.0042161,0.147563,35.1475,34.9999
1000,0.00423824,0.148338,35.1483,34.9999
1001,0.0042235,0.147822,35.1478,34.9999
1002,0.00423651,0.148277,35.1482,34.9999
1003,0.00420387,0.147135,35.1471,34.9999
1004,0.00425305,0.148857,35.1488,34.9999
1005,0.00422971,0.14804,35.148,34.9999
1006,0.00422045,0.147715,35.1476,34.9999
1007,0.00422913,0.148019,35.1479,34.9999
1008,0.00423096,0.148083,35.148,34.9999
1009,0.00420922,0.147322,35.1473,34.9999
1010,0.00421957,0.147685,35.1476,34.9999
1011,0.0042176,0.147616,35.1475,34.9999
1012,0.00421816,0.147635,35.1476,34.9999
1013,0.00423565,0.148247,35.1482,34.9999
1014,0.00418845,0.146596,35.1465,34.9999
1015,0.00421391,0.147486,35.1474,34.9999
1016,0.00420793,0.147277,35.1472,34.9999
1017,0.00420223,0.147078,35.147,34.9999
1018,0.00422246,0.147786,35.1477,34.9999
1019,0.00420681,0.147238,35.1472,34.9999
1020,0.00421588,0.147555,35.1475,34.9999
1021,0.0042189,0.147661,35.1476,34.9999
1022,0.00420976,0.147341,35.1473,34.9999
1023,0.00418555,0.146494,35.1464,34.9999
1024,0.00420048,0.147016,35.1469,34.9999
1025,0.00418708,0.146548,35.1465,34.9999
1026,0.00419326,0.146764,35.1467,34.9999
1027,0.00417682,0.146189,35.1461,34.9999
1028,0.00418434,0.146452,35.1464,34.9999
1029,0.00418803,0.146581,35.1465,34.9999
1030,0.00413868,0.144853,35.1448,34.9999
1031,0.0041713,0.145995,35.1459,34.9999
1032,0.00417679,0.146188,35.1461,34.9999
1033,0.00415433,0.145401,35.1453,34.9999
1034,0.00415848,0.145547,35.1455,34.9999
1035,0.00416317,0.145711,35.1456,34.9999
1036,0.00417186,0.146015,35.1459,34.9999
1037,0.00414544,0.14509,35.145,34.9999
1038,0.00412979,0.144542,35.1445,34.9999
1039,0.00417195,0.146018,35.1459,34.9999
1040,0.00415571,0.145449,35.1454,34.9999
1041,0.00414047,0.144916,35.1448,34.9999
1042,0.00416525,0.145784,35.1457,34.9999
1043,0.00416958,0.145935,35.1459,34.9999
1044,0.00419316,0.14676,35.1467,34.9999
1045,0.00418731,0.146556,35.1465,34.9999
1046,0.00413288,0.144651,35.1446,34.9999
1047,0.00415517,0.14543,35.1454,34.9999
1048,0.00416737,0.145858,35.1458,34.9999
1049,0.00413977,0.144892,35.1448,34.9999
1050,0.00415316,0.14536,35.1453,34.9999
1051,0.00414999,0.145249,35.1452,34.9999
1052,0.00415672,0.145485,35.1454,34.9999
1053,0.00415423,0.145398,35.1453,34.9999
1054,0.00415212,0.145324,35.1453,34.9999
1055,0.00411071,0.143874,35.1438,34.9999
1056,0.0041522,0.145327,35.1453,34.9999
1057,0.0041677,0.145869,35.1458,34.9999
1058,0.00413845,0.144845,35.1448,34.9999
1059,0.00414563,0.145097,35.145,34.9999
1060,0.0041322,0.144627,35.1446,34.9999
1061,0.00413191,0.144617,35.1445,34.9999
1062,0.00412575,0.144401,35.1443,34.9999
1063,0.00414229,0.14498,35.1449,34.9999
1064,0.00410792,0.143777,35.1437,34.9999
1065,0.00412886,0.14451,35.1444,34.9999
1066,0.00415395,0.145388,35.1453,34.9999
1067,0.00410721,0.143752,35.1437,34.9999
1068,0.00411229,0.14393,35.1439,34.9999
1069,0.00413215,0.144625,35.1446,34.9999
1070,0.0041335,0.144672,35.1446,34.9999
1071,0.00410741,0.143759,35.1437,34.9999
1072,0.00411713,0.144099,35.144,34.9999
1073,0.00411659,0.14408,35.144,34.9999
1074,0.00409715,0.1434,35.1433,34.9999
1075,0.00412163,0.144257,35.1442,34.9999
1076,0.0040947,0.143314,35.1432,34.9999
1077,0.00412615,0.144415,35.1443,34.9999
1078,0.00412885,0.144509,35.1444,34.9999
1079,0.00412136,0.144247,35.1442,34.9999
1080,0.00413705,0.144797,35.1447,34.9999
1081,0.0041309,0.144581,35.1445,34.9999
1082,0.0041119,0.143916,35.1438,34.9999
1083,0.00410386,0.143635,35.1436,34.9999
1084,0.00410332,0.143616,35.1435,34.9999
1085,0.0040886,0.143101,35.143,34.9999
1086,0.00411951,0.144182,35.1441,34.9999
1087,0.00410138,0.143548,35.1435,34.9999
1088,0.0041197,0.144189,35.1441,34.9999
1089,0.00408919,0.143121,35.1431,34.9999
1090,0.00409479,0.143317,35.1432,34.9999
1091,0.00406394,0.142238,35.1422,34.9999
1092,0.00405772,0.14202,35.1419,34.9999
1093,0.00410608,0.143712,35.1436,34.9999
1094,0.00410734,0.143757,35.1437,34.9999
1095,0.00411625,0.144068,35.144,34.9999
1096,0.00410929,0.143825,35.1438,34.9999
1097,0.00408245,0.142886,35.1428,34.9999
1098,0.0040714,0.142499,35.1424,34.9999
1099,0.0040737,0.142579,35.1425,34.9999
1100,0.00407847,0.142746,35.1427,34.9999
1101,0.00407567,0.142648,35.1426,34.9999
1102,0.00407755,0.142714,35.1426,34.9999
1103,0.00411094,0.143882,35.1438,34.9999
1104,0.00406875,0.142406,35.1423,34.9999
1105,0.00405461,0.141911,35.1418,34.9999
1106,0.00406582,0.142303,35.1422,34.9999
1107,0.00411103,0.143886,35.1438,34.9999
1108,0.00407411,0.142594,35.1425,34.9999
1109,0.00407297,0.142554,35.1425,34.9999
1110,0.00406413,0.142244,35.1422,34.9999
1111,0.00406074,0.142126,35.1421,34.9999
1112,0.0040086,0.140301,35.1402,34.9999
1113,0.00406345,0.14222,35.1422,34.9999
1114,0.00406029,0.14211,35.142,34.9999
1115,0.00406575,0.142301,35.1422,34.9999
1116,0.00403946,0.141381,35.1413,34.9999
1117,0.0040497,0.141739,35.1417,34.9999
1118,0.00407969,0.142789,35.1427,34.9999
1119,0.00406851,0.142398,35.1423,34.9999
1120,0.00404378,0.141532,35.1415,34.9999
1121,0.00405731,0.142005,35.1419,34.9999
1122,0.00406027,0.142109,35.142,34.9999
1123,0.00403034,0.141062,35.141,34.9999
1124,0.00403304,0.141156,35.1411,34.9999
1125,0.00403151,0.141102,35.141,34.9999
1126,0.00405525,0.141934,35.1419,34.9999
1127,0.00404165,0.141457,35.1414,34.9999
1128,0.00412097,0.144234,35.1442,34.9999
1129,0.0040362,0.141267,35.1412,34.9999
1130,0.00405227,0.141829,35.1418,34.9999
1131,0.00401759,0.140615,35.1405,34.9999
1132,0.00404824,0.141688,35.1416,34.9999
1133,0.00402384,0.140834,35.1408,34.9999
1134,0.00407035,0.142462,35.1424,34.9999
1135,0.00406051,0.142118,35.142,34.9999
1136,0.00403301,0.141155,35.1411,34.9999
1137,0.00403441,0.141204,35.1411,34.9999
1138,0.004039,0.141365,35.1413,34.9999
1139,0.0040682,0.142387,35.1423,34.9999
1140,0.00401949,0.140682,35.1406,34.9999
1141,0.00402959,0.141036,35.141,34.9999
1142,0.00403839,0.141343,35.1413,34.9999
1143,0.00402216,0.140775,35.1407,34.9999
1144,0.0040571,0.141998,35.1419,34.9999
1145,0.00401582,0.140553,35.1405,34.9999
1146,0.00403039,0.141063,35.141,34.9999
1147,0.00401725,0.140604,35.1405,34.9999
1148,0.00400416,0.140145,35.1401,34.9999
1149,0.00401608,0.140563,35.1405,34.9999
1150,0.00401504,0.140526,35.1405,34.9999
1151,0.00400686,0.14024,35.1402,34.9999
1152,0.00401692,0.140592,35.1405,34.9999
1153,0.00400029,0.14001,35.1399,34.9999
1154,0.00402351,0.140822,35.1408,34.9999
1155,0.0040172,0.140602,35.1405,34.9999
1156,0.00400412,0.140144,35.1401,34.9999
1157,0.00398573,0.1395,35.1394,34.9999
1158,0.00401253,0.140438,35.1404,34.9999
1159,0.00399823,0.139938,35.1399,34.9999
1160,0.00399422,0.139797,35.1397,34.9999
1161,0.00403929,0.141375,35.1413,34.9999
1162,0.00400238,0.140083,35.14,34.9999
1163,0.00400474,0.140166,35.1401,34.9999
1164,0.00400261,0.140091,35.14,34.9999
1165,0.003995,0.139825,35.1398,34.9999
1166,0.00396691,0.138842,35.1388,34.9999
1167,0.00398162,0.139357,35.1393,34.9999
1168,0.00399789,0.139926,35.1399,34.9999
1169,0.00396994,0.138948,35.1389,34.9999
1170,0.00399818,0.139936,35.1399,34.9999
1171,0.00397779,0.139222,35.1392,34.9999
1172,0.00397942,0.139279,35.1392,34.9999
1173,0.00398253,0.139388,35.1393,34.9999
1174,0.00398807,0.139582,35.1395,34.9999
1175,0.00397631,0.13917,35.1391,34.9999
1176,0.00400559,0.140195,35.1401,34.9999
1177,0.00397762,0.139216,35.1391,34.9999
1178,0.00396822,0.138888,35.1388,34.9999
1179,0.00399389,0.139786,35.1397,34.9999
1180,0.00395503,0.138426,35.1384,34.9999
1181,0.00398345,0.13942,35.1394,34.9999
1182,0.00397969,0.139289,35.1392,34.9999
1183,0.00395786,0.138525,35.1385,34.9999
1184,0.00395176,0.138311,35.1382,34.9999
1185,0.00394462,0.138062,35.138,34.9999
1186,0.00393605,0.137762,35.1377,34.9999
1187,0.00402432,0.140851,35.1408,34.9999
1188,0.00385127,0.134794,35.1347,34.9999
1189,0.0039606,0.138621,35.1385,34.9999
1190,0.00395138,0.138298,35.1382,34.9999
1191,0.00397249,0.139037,35.139,34.9999
1192,0.00398148,0.139351,35.1393,34.9999
1193,0.00395688,0.138491,35.1384,34.9999
1194,0.00396272,0.138695,35.1386,34.9999
